time,degrees
1.9999999999999185e-05,0.060000000000002274
0.100023,-0.10999999999999943
0.200025,-0.020000000000003126
0.300028,0.030000000000001137
0.40003,-0.07000000000000028
0.5000319999999999,0.00999999999999801
0.600035,-0.1700000000000017
0.700036,0.0799999999999983
0.800037,0.1599999999999966
0.900038,-0.020000000000003126
1.00004,0.3200000000000003
1.1000429999999999,-0.04999999999999716
1.200045,0.14000000000000057
1.3000479999999999,0.14999999999999858
1.40005,-0.030000000000001137
1.500052,0.39000000000000057
1.600053,0.10999999999999943
1.7000549999999999,-0.00999999999999801
1.8000559999999999,-0.13000000000000256
1.9000569999999999,0.03999999999999915
2.000058,-0.14000000000000057
2.10006,-0.17999999999999972
2.200062,0.11999999999999744
2.300063,-0.00999999999999801
2.400064,0.22999999999999687
2.500065,0.09000000000000341
2.600067,0.00999999999999801
2.700069,0.14000000000000057
2.800071,0.0799999999999983
2.900072,-0.00999999999999801
3.000074,0.10000000000000142
3.100076,0.03999999999999915
3.2000770000000003,0.00999999999999801
3.300078,-0.2700000000000031
3.40008,-0.060000000000002274
3.5000820000000004,0.28000000000000114
3.6000840000000003,-0.060000000000002274
3.700085,-0.13000000000000256
3.8000860000000003,-0.0799999999999983
3.900087,0.07000000000000028
4.000089,0.00999999999999801
4.100093,0.3999999999999986
4.200095,0.14000000000000057
4.300096,0.10999999999999943
4.400097000000001,-1.2999999999999972
4.5000990000000005,-10.89
4.6001,-25.24
4.700101,-29.54
4.800102,10.200000000000003
4.9001030000000005,-0.8500000000000014
5.0001050000000005,0.5399999999999991
5.100107,0.3500000000000014
5.200108,0.25
5.300109,0.0799999999999983
5.400111,0.3400000000000034
5.500112000000001,0.0
5.6001140000000005,-0.2700000000000031
5.700115,-0.3500000000000014
5.800116,-0.6499999999999986
5.900117,-10.619999999999997
6.000119,-26.06
6.100121000000001,-28.11
6.200122,11.340000000000003
6.300123,-0.7100000000000009
6.400124,-0.3400000000000034
6.500125000000001,1.1300000000000026
6.6001270000000005,-0.259999999999998
6.700128,-1.4799999999999969
6.800129,-1.6899999999999977
6.90013,0.39000000000000057
7.0001310000000005,1.6499999999999986
7.1001330000000005,0.8900000000000006
7.200134,-1.0200000000000031
7.300135,-1.6300000000000026
7.400137,-0.6000000000000014
7.500138,0.8299999999999983
7.600140000000001,0.6599999999999966
7.700141,0.04999999999999716
7.800142,0.10999999999999943
7.900142,-0.10999999999999943
8.000144,0.3299999999999983
8.100146,-0.17999999999999972
8.200148,0.09000000000000341
8.300149,-0.509999999999998
8.40015,0.10999999999999943
8.500151,0.0799999999999983
8.600153,0.10999999999999943
8.700154,-0.2700000000000031
8.800155,-0.1700000000000017
8.900156,-0.46999999999999886
9.000158,0.1700000000000017
9.100159,-0.0799999999999983
9.20016,-0.0799999999999983
9.300161000000001,0.22999999999999687
9.400163000000001,0.07000000000000028
9.500165,-0.5700000000000003
9.600166,0.38000000000000256
9.700167,0.7899999999999991
9.800168,0.1599999999999966
9.900170000000001,-0.10999999999999943
10.000171,-2.8100000000000023
